date,app_type,classification,score_borda,relative_score
2017-01-01,Free,Cognitive Development,114.60810810810811,0.11681256239944261
2017-01-01,Free,Education Management,106.7,0.10875234408601803
2017-01-01,Free,Licensing Exam,124.30985915492958,0.1267009238622431
2017-01-01,Free,Non-Education,103.48113207547169,0.105471562154474
2017-01-01,Free,Parents,111.5,0.1136446707178164
2017-01-01,Free,Preschool,94.89032258064516,0.09671551088775604
2017-01-01,Free,Professional & Career,104.5,0.10651002771311044
2017-01-01,Free,Subject Learning,103.24350649350649,0.10522936591217295
2017-01-01,Free,Teaching and Learning,117.8953488372093,0.12016303226696637
2017-01-01,Paid,Education Management,116.63636363636364,0.09848146847029303
2017-01-01,Paid,Entertainment,124.11881188118812,0.10479924508754643
2017-01-01,Paid,Hobby,135.77333333333334,0.11463969579384706
2017-01-01,Paid,Licensing Exams,112.75,0.09520003216701553
2017-01-01,Paid,Parents,100.0,0.08443461832994725
2017-01-01,Paid,Preschool,109.6907894736842,0.09261699943521122
2017-01-01,Paid,Professional,84.75,0.0715583390346303
2017-01-01,Paid,Subject Learning,103.04815864022663,0.08700831944391392
2017-01-01,Paid,Teaching and Learning,115.0,0.09709981107943935
2017-01-01,Paid,Translating,108.70588235294117,0.09178539686690737
2017-01-01,Paid,Well-being,73.875,0.062376074291248536
2017-01-02,Free,Cognitive Development,115.1830985915493,0.1167375224568958
2017-01-02,Free,Education Management,102.1,0.10347786427516303
2017-01-02,Free,Licensing Exam,125.15492957746478,0.12684392572168943
2017-01-02,Free,Non-Education,105.28915662650603,0.10671005934421131
2017-01-02,Free,Parents,104.85,0.10626497619246664
2017-01-02,Free,Preschool,100.04827586206896,0.10139845162212774
2017-01-02,Free,Professional & Career,112.65,0.11417023908518234
2017-01-02,Free,Subject Learning,102.09134615384616,0.10346909364325545
2017-01-02,Free,Teaching and Learning,119.31764705882352,0.1209278676590083
2017-01-02,Paid,Education Management,96.41666666666667,0.08250322567650471
2017-01-02,Paid,Entertainment,121.97247706422019,0.10437119586743286
2017-01-02,Paid,Hobby,135.64102564102564,0.11606729973504683
2017-01-02,Paid,Licensing Exams,113.79508196721312,0.0973738426456422
2017-01-02,Paid,Parents,97.4,0.08334465874736274
2017-01-02,Paid,Preschool,112.13836477987421,0.09595619861463961
2017-01-02,Paid,Professional,71.8,0.06143887575010929
2017-01-02,Paid,Subject Learning,99.51117318435755,0.08515117834291575
2017-01-02,Paid,Teaching and Learning,180.0,0.15402503669943834
2017-01-02,Paid,Translating,93.82352941176471,0.0802842920050994
2017-01-02,Paid,Well-being,46.142857142857146,0.0394841959158084
2017-01-03,Free,Cognitive Development,121.14285714285714,0.1264523281011
2017-01-03,Free,Education Management,92.57142857142857,0.09662866581310471
2017-01-03,Free,Licensing Exam,126.75757575757575,0.1323131296143621
2017-01-03,Free,Non-Education,103.3758389261745,0.10790661381053487
2017-01-03,Free,Parents,93.47826086956522,0.0975752429205063
2017-01-03,Free,Preschool,100.50675675675676,0.10491178499113205
2017-01-03,Free,Professional & Career,100.29166666666667,0.1046872678938401
2017-01-03,Free,Subject Learning,103.30148270181219,0.10782899868818116
2017-01-03,Free,Teaching and Learning,116.58620689655173,0.12169596816723868
2017-01-03,Paid,Education Management,87.46153846153847,0.07560567941006313
2017-01-03,Paid,Entertainment,123.39473684210526,0.10666794889133957
2017-01-03,Paid,Hobby,142.74025974025975,0.12339108717573072
2017-01-03,Paid,Licensing Exams,110.88976377952756,0.09585808891138405
2017-01-03,Paid,Parents,78.0,0.06742670089868426
2017-01-03,Paid,Preschool,113.76506024096386,0.0983436242254906
2017-01-03,Paid,Professional,80.42857142857143,0.0695260670438814
2017-01-03,Paid,Subject Learning,94.90265486725664,0.08203811441314841
2017-01-03,Paid,Teaching and Learning,155.0,0.13398895691405205
2017-01-03,Paid,Translating,75.5625,0.06531961649560038
2017-01-03,Paid,Well-being,94.66666666666667,0.08183411562062534
2017-01-04,Free,Cognitive Development,125.41791044776119,0.13070331196211618
2017-01-04,Free,Education Management,93.30434782608695,0.09723640935968515
2017-01-04,Free,Licensing Exam,125.0,0.13026778979920542
2017-01-04,Free,Non-Education,104.79493087557604,0.1092112322185744
2017-01-04,Free,Parents,86.61904761904762,0.09026937510276367
2017-01-04,Free,Preschool,101.84285714285714,0.10613475125468975
2017-01-04,Free,Professional & Career,102.34782608695652,0.10666100076081027
2017-01-04,Free,Subject Learning,101.76433121019109,0.10605291605716713
2017-01-04,Free,Teaching and Learning,118.47058823529412,0.1234632134849881
2017-01-04,Paid,Education Management,91.66666666666667,0.07650661602054316
2017-01-04,Paid,Entertainment,124.20175438596492,0.10366097380237996
2017-01-04,Paid,Hobby,136.75675675675674,0.11413960011713464
2017-01-04,Paid,Licensing Exams,110.50375939849624,0.09222838569956988
2017-01-04,Paid,Parents,76.8,0.06409863393139324
2017-01-04,Paid,Preschool,119.28571428571429,0.09955796006829123
2017-01-04,Paid,Professional,92.14285714285714,0.07690405298688364
2017-01-04,Paid,Subject Learning,96.11976047904191,0.08022324662134515
